14:11:36.71,6.2,A,135.0,6.6,3.0,0.204,100.0,100.0
14:11:37.02,6.2,A,135.0,6.7,3.0,0.209,100.0,100.0
14:11:37.22,6.2,A,135.0,6.8,3.0,0.209,100.0,100.0
14:11:37.31,6.3,A,135.0,6.8,3.0,0.207,100.0,100.0
14:11:37.39,6.4,A,135.0,7.1,3.0,0.213,100.0,100.0
14:11:37.48,6.5,A,135.0,7.4,3.0,0.216,100.0,100.0
14:11:37.57,6.6,A,135.0,7.5,3.0,0.22,100.0,100.0
14:11:37.65,6.7,A,135.0,7.6,3.0,0.219,100.0,100.0
14:11:37.74,6.7,A,135.0,7.6,3.0,0.218,100.0,100.0
14:11:37.85,6.6,A,135.0,7.6,3.0,0.221,100.0,100.0
14:11:37.96,6.5,A,135.0,7.7,3.0,0.227,100.0,100.0
14:11:38.05,6.6,A,135.0,7.5,3.0,0.22,100.0,100.0
14:11:38.13,6.6,A,135.0,7.5,3.0,0.216,100.0,100.0
14:11:38.22,6.7,A,135.0,7.3,3.0,0.21,100.0,100.0
14:11:38.31,6.7,A,135.0,7.2,3.0,0.208,100.0,100.0
14:11:38.40,6.7,A,135.0,7.3,3.0,0.209,100.0,100.0
14:11:38.60,6.7,A,135.0,7.3,3.0,0.207,100.0,100.0
14:11:38.80,6.7,A,135.0,7.3,3.0,0.208,100.0,100.0
14:11:39.00,6.6,A,135.0,7.4,3.0,0.214,100.0,100.0
14:11:39.20,6.6,A,135.0,7.5,3.0,0.219,100.0,100.0
14:11:39.40,6.6,A,135.0,7.6,3.0,0.219,100.0,100.0
14:11:39.60,6.6,A,135.0,7.7,3.0,0.221,100.0,100.0
14:11:39.80,6.7,A,135.0,7.7,3.0,0.221,100.0,100.0
14:11:40.00,6.7,A,135.0,7.7,3.0,0.221,100.0,100.0
14:11:40.21,6.6,A,135.0,7.6,3.0,0.218,100.0,100.0
14:11:40.41,6.7,A,135.0,7.4,3.0,0.212,100.0,100.0
14:11:40.61,6.6,A,135.0,7.3,3.0,0.211,100.0,100.0
14:11:40.81,6.6,A,135.0,7.2,3.0,0.21,100.0,100.0
14:11:41.01,6.6,A,135.0,7.2,3.0,0.21,100.0,100.0
14:11:41.21,6.6,A,135.0,7.0,3.0,0.203,100.0,100.0
14:11:41.41,6.5,A,135.0,6.9,3.0,0.202,100.0,100.0
14:11:41.61,6.5,A,135.0,6.9,3.0,0.204,100.0,100.0
14:11:41.81,6.3,A,135.0,6.9,3.0,0.211,100.0,100.0
14:11:42.01,6.0,A,135.0,7.2,3.0,0.229,100.0,100.0
14:11:42.21,6.0,A,135.0,7.5,3.0,0.237,100.0,100.0
14:11:42.41,6.2,A,135.0,7.6,3.0,0.235,100.0,100.0
14:11:42.61,6.2,A,135.0,7.6,3.0,0.237,100.0,100.0
14:11:42.81,6.1,A,135.0,7.6,3.0,0.24,100.0,100.0
14:11:43.01,6.3,A,135.0,7.6,3.0,0.232,100.0,100.0
14:11:43.21,6.4,A,135.0,7.4,3.0,0.222,100.0,100.0
14:11:43.41,6.4,A,135.0,7.4,3.0,0.219,100.0,100.0
14:11:43.61,6.5,A,135.0,7.2,3.0,0.211,100.0,100.0
14:11:43.81,6.6,A,135.0,7.3,3.0,0.211,100.0,100.0
14:11:44.01,6.7,A,135.0,7.4,3.0,0.212,100.0,100.0
14:11:44.21,7.1,A,135.0,7.5,3.0,0.205,100.0,100.0
14:11:44.41,7.2,A,135.0,8.0,3.0,0.212,100.0,100.0
14:11:44.62,7.2,A,135.0,8.1,3.0,0.215,100.0,100.0
14:11:44.81,7.2,A,135.0,8.4,3.0,0.223,100.0,100.0
14:11:45.01,7.3,A,135.0,8.5,3.0,0.224,100.0,100.0
14:11:45.21,7.3,A,135.0,8.5,3.0,0.224,100.0,100.0
14:11:45.41,7.1,A,135.0,8.5,3.0,0.23,100.0,100.0
14:11:45.61,7.0,A,135.0,8.4,3.0,0.231,100.0,100.0
14:11:45.81,6.8,A,135.0,8.3,3.0,0.233,100.0,100.0
14:11:46.01,6.6,A,135.0,8.1,3.0,0.235,100.0,100.0
14:11:46.21,6.4,A,135.0,7.8,3.0,0.231,100.0,100.0
14:11:46.41,6.3,A,135.0,7.5,3.0,0.228,100.0,100.0
14:11:46.61,6.1,A,135.0,7.3,3.0,0.23,100.0,100.0
14:11:46.82,6.1,A,135.0,7.3,3.0,0.23,100.0,100.0
14:11:47.01,6.1,A,135.0,7.4,3.0,0.233,100.0,100.0
14:11:47.21,6.6,A,135.0,7.5,3.0,0.219,100.0,100.0
14:11:47.41,6.8,A,135.0,7.5,3.0,0.212,100.0,100.0
14:11:47.61,7.1,A,135.0,7.6,3.0,0.203,100.0,100.0
14:11:47.81,7.6,A,135.0,7.5,3.0,0.19,100.0,100.0
14:11:48.01,7.8,A,135.0,7.6,3.0,0.187,100.0,100.0
14:11:48.21,7.7,A,135.0,7.6,3.0,0.191,100.0,100.0
14:11:48.41,7.5,A,135.0,7.5,3.0,0.19,100.0,100.0
14:11:48.61,7.3,A,135.0,7.5,3.0,0.196,100.0,100.0
14:11:48.81,7.0,A,135.0,7.1,3.0,0.195,100.0,100.0
14:11:49.01,6.8,A,135.0,6.8,3.0,0.192,100.0,100.0
14:11:49.21,6.7,A,135.0,6.7,3.0,0.194,100.0,100.0
14:11:49.41,6.6,A,135.0,6.6,3.0,0.194,100.0,100.0
14:11:49.61,6.6,A,135.0,6.5,3.0,0.189,100.0,100.0
14:11:49.81,6.7,A,135.0,6.8,3.0,0.193,100.0,100.0
14:11:50.01,6.7,A,135.0,6.8,3.0,0.196,100.0,100.0
14:11:50.21,6.6,A,135.0,6.9,3.0,0.201,100.0,100.0
14:11:50.41,6.7,A,135.0,7.2,3.0,0.206,100.0,100.0
14:11:50.61,6.6,A,135.0,7.3,3.0,0.211,100.0,100.0
14:11:50.81,6.8,A,135.0,7.2,3.0,0.202,100.0,100.0
14:11:51.01,6.7,A,135.0,7.3,3.0,0.206,100.0,100.0
14:11:51.21,6.6,A,135.0,7.3,3.0,0.211,100.0,100.0
14:11:51.42,6.5,A,135.0,7.4,3.0,0.216,100.0,100.0
14:11:51.61,7.0,A,135.0,7.7,3.0,0.21,100.0,100.0
14:11:51.81,7.2,A,135.0,8.0,3.0,0.212,100.0,100.0
14:11:52.01,7.2,A,135.0,8.1,3.0,0.217,100.0,100.0
14:11:52.22,6.9,A,135.0,8.3,3.0,0.233,100.0,100.0
14:11:52.41,10.4,A,135.0,8.7,3.0,0.159,100.0,100.0
14:11:52.61,6.8,A,135.0,8.7,3.0,0.245,100.0,100.0
14:11:52.81,6.7,A,135.0,8.6,3.0,0.245,100.0,100.0
14:11:53.01,6.8,A,135.0,8.5,3.0,0.239,100.0,100.0
14:11:53.22,6.9,A,135.0,8.5,3.0,0.237,100.0,100.0
14:11:53.41,7.1,A,135.0,8.4,3.0,0.227,100.0,100.0
14:11:53.62,7.1,A,135.0,8.6,3.0,0.232,100.0,100.0
14:11:53.82,7.2,A,135.0,8.8,3.0,0.235,100.0,100.0
14:11:54.01,7.0,A,135.0,8.6,3.0,0.234,100.0,100.0
14:11:54.21,7.0,A,135.0,8.5,3.0,0.235,100.0,100.0
14:11:54.41,7.0,A,135.0,8.2,3.0,0.227,100.0,100.0
14:11:54.61,6.8,A,135.0,8.0,3.0,0.226,100.0,100.0
14:11:54.81,6.8,A,135.0,7.8,3.0,0.221,100.0,100.0
14:11:55.01,6.5,A,135.0,7.5,3.0,0.22,100.0,100.0
14:11:55.21,6.3,A,135.0,7.2,3.0,0.218,100.0,100.0
14:11:55.42,6.3,A,135.0,7.1,3.0,0.216,100.0,100.0
14:11:55.62,6.3,A,135.0,7.0,3.0,0.211,100.0,100.0
14:11:55.82,6.1,A,135.0,6.6,3.0,0.209,100.0,100.0
14:11:56.01,5.9,A,135.0,6.4,3.0,0.208,100.0,100.0
14:11:56.21,5.6,A,135.0,6.2,3.0,0.213,100.0,100.0
14:11:56.42,5.7,A,135.0,6.0,3.0,0.201,100.0,100.0
14:11:56.62,17.2,A,135.0,7692.3,3.0,85.748,100.0,100.0
14:11:56.82,6.0,A,135.0,6.1,3.0,0.194,100.0,100.0
14:11:57.02,5.9,A,135.0,6.1,3.0,0.197,100.0,100.0
14:11:57.22,6.0,A,135.0,6.2,3.0,0.197,100.0,100.0
14:11:57.42,6.1,A,135.0,6.3,3.0,0.197,100.0,100.0
14:11:57.62,6.2,A,135.0,6.3,3.0,0.193,100.0,100.0
14:11:57.82,6.2,A,135.0,6.4,3.0,0.199,100.0,100.0
14:11:58.02,6.2,A,135.0,6.4,3.0,0.197,100.0,100.0
14:11:58.22,6.3,A,135.0,6.4,3.0,0.194,100.0,100.0
14:11:58.42,6.4,A,135.0,6.6,3.0,0.195,100.0,100.0
14:11:58.62,6.3,A,135.0,6.3,3.0,0.192,100.0,100.0
14:11:58.82,6.3,A,135.0,6.4,3.0,0.194,100.0,100.0
14:11:59.02,6.2,A,135.0,6.4,3.0,0.196,100.0,100.0
14:11:59.22,6.2,A,135.0,6.4,3.0,0.195,100.0,100.0
14:11:59.42,6.2,A,135.0,6.4,3.0,0.197,100.0,100.0
14:11:59.62,6.2,A,135.0,6.5,3.0,0.2,100.0,100.0
14:11:59.82,6.4,A,135.0,6.9,3.0,0.207,100.0,100.0
14:12:00.02,6.5,A,135.0,7.0,3.0,0.205,100.0,100.0
14:12:00.22,6.6,A,135.0,7.2,3.0,0.209,100.0,100.0
14:12:00.43,6.6,A,135.0,7.3,3.0,0.213,100.0,100.0
14:12:00.62,6.6,A,135.0,7.3,3.0,0.212,100.0,100.0
14:12:00.82,6.6,A,135.0,7.4,3.0,0.214,100.0,100.0
14:12:01.02,8.0,A,135.0,15.2,3.0,0.363,100.0,100.0
14:12:01.22,6.6,A,135.0,7.4,3.0,0.214,100.0,100.0
14:12:01.42,6.7,A,135.0,7.6,3.0,0.215,100.0,100.0
14:12:01.62,6.7,A,135.0,7.7,3.0,0.22,100.0,100.0
14:12:01.82,6.7,A,135.0,7.7,3.0,0.219,100.0,100.0
14:12:02.02,6.7,A,135.0,7.6,3.0,0.217,100.0,100.0
14:12:02.22,6.7,A,135.0,7.6,3.0,0.219,100.0,100.0
14:12:02.42,6.8,A,135.0,7.7,3.0,0.216,100.0,100.0
14:12:02.62,6.7,A,135.0,7.5,3.0,0.217,100.0,100.0
14:12:02.82,6.6,A,135.0,7.6,3.0,0.221,100.0,100.0
14:12:03.02,6.7,A,135.0,7.5,3.0,0.215,100.0,100.0
14:12:03.22,6.6,A,135.0,7.5,3.0,0.217,100.0,100.0
14:12:03.42,6.7,A,135.0,7.6,3.0,0.217,100.0,100.0
14:12:03.62,6.7,A,135.0,7.6,3.0,0.216,100.0,100.0
14:12:03.82,6.6,A,135.0,7.4,3.0,0.214,100.0,100.0
14:12:04.02,6.6,A,135.0,7.3,3.0,0.213,100.0,100.0
14:12:04.22,6.6,A,135.0,7.1,3.0,0.206,100.0,100.0
14:12:04.42,6.4,A,135.0,6.9,3.0,0.207,100.0,100.0
